date,NVDA,AAPL,MSFT,AVGO,CRM,ORCL,CSCO,NOW,ACN,IBM,AMD,ADBE,QCOM,TXN,INTU,AMAT,PLTR,UBER,ANET,PANW,MU,ADP,FI,ADI,LRCX,KLAC,INTC,APH,CDNS,CRWD,SNPS,MSI,ADSK,FTNT,ROP,NXPI,WDAY,TEL,PAYX,FICO,FIS,GLW,IT,CTSH,DELL,MPWR,GRMN,HPQ,HPE,MCHP,Benchmark
2014-09-30,0.4612,25.19,46.36,8.7,57.53,38.28,25.17,58.78,81.32,181.32,3.41,69.19,74.77,47.69,87.65,21.61,,,5.52,16.35,34.26,72.88,32.32,49.49,7.47,78.78,34.82,12.48,17.21,,39.695,63.28,55.1,5.05,146.29,68.43,82.5,55.29,44.2,55.1,56.3,19.34,73.47,44.77,,44.05,51.99,16.1,,23.62,197.02
2014-10-01,0.4568,24.8,45.9,8.55,56.73,38.09,25.03,57.3,79.72,178.78,3.35,67.54,73.88,46.88,85.72,20.96,,,5.25,15.9,33.5,71.42,32.16,48.25,7.27,76.54,33.99,12.26,16.95,,39.52,62.34,55.66,4.96,145.35,66.01,80.52,54.54,43.48,55.14,55.7,18.8,73.25,44.37,,43.48,50.99,15.69,,23.04,194.35
2014-10-02,0.4548,24.98,45.76,8.32,56.64,38.27,25.06,57.92,79.43,178.53,3.39,67.06,73.66,46.84,84.52,20.53,,,5.26,16.36,33.81,72.5,32.17,47.8,7.23,76.65,33.52,12.34,17.15,,39.45,61.03,57.74,5.0,144.83,66.31,81.64,54.5,43.31,55.26,55.63,18.7,73.81,43.9,,44.1,49.89,15.67,,23.14,194.38
2014-10-03,0.4558,24.91,46.09,8.35,58.46,38.89,25.31,60.29,80.32,180.21,3.4,68.4,74.86,46.82,85.26,20.74,,,5.36,17.45,33.94,74.85,32.57,47.58,7.27,76.25,34.03,12.42,17.35,,39.625,61.3,58.12,5.11,146.59,67.37,83.33,55.69,44.32,55.55,56.49,18.93,75.61,44.38,,43.89,50.45,15.98,,23.07,196.52
2014-10-06,0.453,24.91,46.09,8.29,58.3,39.08,25.01,60.53,80.73,180.56,3.36,67.67,74.72,46.63,84.66,20.6,,,5.29,17.04,32.57,74.52,32.25,47.15,7.48,76.0,34.11,12.38,17.4,,39.73,61.5,58.18,5.03,146.8,66.21,82.99,56.41,44.68,55.0,56.48,19.17,75.31,44.25,,44.06,51.23,16.74,,22.99,196.29
2014-10-07,0.4481,24.69,45.53,8.1,56.91,38.46,24.64,57.82,78.81,177.38,3.28,65.96,73.51,46.01,82.47,20.37,,,5.18,16.63,31.87,73.52,31.59,46.21,7.32,75.51,33.47,12.22,17.29,,39.245,60.47,56.59,4.87,143.57,65.2,80.06,55.75,43.88,53.99,55.22,18.69,74.44,43.9,,42.7,50.06,15.99,,22.46,193.26
2014-10-08,0.4565,25.2,46.78,8.33,57.9,39.02,24.66,59.36,79.84,180.87,3.28,67.99,75.19,46.94,83.8,21.15,,,5.53,17.04,32.32,74.78,32.4,47.75,7.44,75.84,34.27,12.48,17.81,,40.12,61.58,57.08,4.99,147.12,66.16,81.57,56.33,44.34,55.36,56.51,18.96,74.74,45.03,,43.59,51.19,16.31,,23.1,196.64
2014-10-09,0.4478,25.26,45.85,8.06,57.13,38.74,24.19,58.36,78.19,178.06,2.95,65.66,74.08,46.02,81.81,20.87,,,5.36,17.12,30.64,73.19,31.83,46.34,7.26,73.65,33.62,12.34,17.23,,39.13,60.46,56.07,4.87,143.25,64.34,81.1,54.8,43.83,54.25,55.09,18.58,73.6,44.12,,41.98,49.72,15.58,,22.77,192.74
2014-10-10,0.4211,25.18,44.03,7.14,54.77,38.1,23.34,56.47,76.84,177.59,2.72,63.29,71.22,42.74,80.17,19.83,,,4.88,15.73,27.79,72.66,31.46,43.45,6.59,68.07,31.91,11.43,16.18,,37.28,59.05,53.72,4.72,141.8,56.34,79.28,51.55,43.41,53.9,54.29,18.17,72.57,43.31,,35.62,49.77,15.21,,19.98,190.54
2014-10-13,0.4196,24.95,43.65,6.9,53.23,38.23,22.93,54.2,76.29,175.29,2.74,61.68,70.71,41.93,79.68,18.92,,,4.61,14.9,27.03,71.95,31.18,43.1,6.6,65.61,31.47,11.39,16.02,,37.44,58.5,51.94,4.69,138.63,53.9,78.42,51.47,43.28,53.89,53.23,17.64,72.53,43.93,,34.69,49.35,14.84,,19.35,187.41
2014-10-14,0.4294,24.69,43.73,7.2,52.72,38.46,23.06,56.03,76.17,175.56,2.62,60.88,71.86,42.31,79.39,19.34,,,4.6,15.71,27.39,72.64,31.49,43.46,6.77,66.42,32.14,11.61,15.925,,37.31,58.73,50.13,4.81,141.64,56.58,78.61,52.06,43.54,54.32,53.31,17.57,73.19,44.65,,34.47,50.78,14.64,,19.11,187.7
2014-10-15,0.436,24.39,43.22,7.26,53.09,38.3,22.96,57.4,75.85,173.6,2.61,62.19,71.2,42.76,79.5,19.43,,,4.69,16.24,27.54,71.78,30.87,44.12,6.99,67.46,31.28,11.77,16.0,,37.505,59.32,50.52,4.81,140.5,58.61,78.55,52.47,43.05,54.86,52.4,17.56,72.43,44.38,,36.17,51.86,14.89,,18.86,186.43
2014-10-16,0.4362,24.07,42.74,7.56,53.87,37.56,22.82,57.25,76.15,171.78,2.64,62.86,71.14,43.59,78.64,19.87,,,4.66,16.31,28.3,71.63,30.86,44.6,6.97,68.23,30.85,11.8,16.3,,37.32,59.18,49.89,4.75,141.11,61.06,80.54,52.43,43.09,54.58,52.38,17.5,72.58,44.12,,38.02,52.61,15.44,,19.6,186.27
2014-10-17,0.4355,24.42,43.63,7.72,55.63,37.87,23.25,60.38,76.62,173.89,2.72,64.52,72.43,43.67,81.03,19.88,,,4.8,16.55,28.77,72.68,31.39,44.94,6.92,68.44,31.38,12.01,16.5,,37.83,60.79,50.79,4.92,144.47,60.42,82.97,53.44,43.5,54.61,53.41,17.75,73.6,44.2,,38.03,52.24,15.51,,19.2,188.47
2014-10-20,0.4392,24.94,44.08,7.8,56.03,37.8,22.93,59.28,76.44,161.52,2.67,64.68,73.27,44.41,81.04,20.07,,,4.77,16.81,29.69,73.35,31.46,45.32,7.13,69.56,31.58,12.07,16.62,,38.1,61.25,51.82,5.01,144.67,61.5,82.7,53.36,43.75,56.13,53.74,18.08,74.37,43.57,,38.3,52.82,15.35,,19.56,190.3
2014-10-21,0.458,25.62,44.88,8.24,57.24,38.35,23.51,60.48,77.93,155.91,2.77,66.425,75.0,46.77,83.37,20.78,,,4.84,17.45,31.19,74.81,32.28,46.72,7.32,71.38,32.61,12.42,16.59,,38.905,62.39,52.8,5.05,148.69,64.64,84.62,55.1,44.68,57.23,54.7,18.53,76.0,44.63,,39.39,53.85,15.77,,20.3,194.07
2014-10-22,0.4472,25.75,44.38,8.09,56.25,37.64,23.26,58.07,77.46,154.54,2.64,65.04,74.3,46.62,81.96,20.49,,,4.51,17.1,30.57,74.61,32.09,46.02,7.19,70.3,32.27,11.78,16.33,,38.68,61.63,52.25,5.03,146.63,64.13,82.56,54.4,44.71,56.3,54.46,18.41,75.9,44.14,,39.21,53.6,15.66,,19.99,192.69
2014-10-23,0.4571,26.21,45.02,8.14,57.88,38.23,23.57,64.54,78.08,154.91,2.69,65.92,75.14,47.0,83.53,20.9,,,4.62,17.91,30.89,75.44,32.54,46.42,7.56,71.0,32.69,12.0,16.715,,39.51,62.25,53.55,5.09,150.53,64.18,85.73,55.3,45.01,57.02,55.24,18.68,77.23,44.52,,39.59,54.23,15.86,,20.17,194.93
2014-10-24,0.462,26.31,46.13,8.19,59.57,38.73,23.78,65.45,78.35,154.81,2.68,67.01,76.0,47.57,84.96,20.99,,,4.68,18.01,31.06,76.2,33.02,46.85,7.56,75.9,33.18,12.21,17.2,,39.93,62.57,54.45,5.15,151.18,65.53,89.51,56.27,45.49,56.92,55.77,18.8,77.31,45.1,,40.47,55.26,15.86,,20.52,196.43
2014-10-27,0.4622,26.28,45.91,8.16,59.11,38.43,23.76,64.09,79.02,154.61,2.66,67.03,75.84,47.95,85.01,21.04,,,4.59,17.28,32.3,76.47,33.06,46.62,7.51,75.06,33.2,12.09,17.35,,39.85,62.8,54.77,5.09,150.94,65.76,89.58,56.36,45.77,57.99,55.57,18.85,77.03,45.52,,40.0,56.61,16.03,,20.59,196.16
2014-10-28,0.4732,26.69,46.49,8.42,61.53,38.65,24.07,66.97,79.47,156.26,2.72,68.37,76.57,48.5,86.33,21.25,,,4.62,17.57,32.61,77.26,33.63,46.99,7.57,76.1,33.74,12.31,17.51,,40.47,64.06,56.1,5.15,154.42,67.57,93.86,58.0,46.0,59.39,56.55,19.6,78.85,46.93,,42.51,57.2,16.14,,20.94,198.41
2014-10-29,0.4701,26.84,46.62,8.49,60.97,38.58,24.1,65.03,79.55,156.13,2.77,67.93,76.89,48.33,85.88,21.48,,,4.56,17.26,32.28,77.92,33.85,47.31,7.58,76.3,33.92,12.3,17.49,,40.6,63.94,55.96,5.15,154.16,67.05,91.22,58.06,46.0,60.15,56.2,19.89,78.99,46.72,,41.98,53.96,16.06,,21.11,198.11
2014-10-30,0.4672,26.75,46.05,8.24,61.72,38.5,24.08,66.42,80.62,156.98,2.75,68.57,77.37,47.53,86.83,21.34,,,4.62,17.49,31.82,78.95,34.28,47.0,7.61,76.36,32.58,12.37,17.57,,40.77,64.08,57.37,5.15,154.83,65.41,92.5,59.31,46.15,61.38,57.39,20.07,79.78,47.98,,42.17,54.14,16.04,,20.55,199.38
2014-10-31,0.4885,27.0,46.95,8.63,63.99,39.05,24.47,67.93,81.12,157.03,2.8,70.12,78.51,49.66,88.01,22.09,,,5.08,17.62,33.09,81.78,34.74,49.62,7.79,79.15,34.01,12.65,17.95,,40.98,64.5,57.54,5.21,158.3,68.66,95.48,61.13,46.94,62.3,58.39,20.43,80.71,48.85,,44.19,55.48,16.29,,21.56,201.66
2014-11-03,0.4968,27.35,47.44,8.63,63.59,38.99,24.58,66.21,80.97,156.99,2.87,69.91,78.24,50.08,88.34,22.21,,,5.36,17.66,33.51,81.74,34.83,49.72,7.91,79.95,34.31,12.6,18.17,,41.16,64.68,57.77,5.26,158.61,69.25,95.63,61.41,47.06,62.46,58.33,20.55,80.8,48.89,,44.1,55.7,16.28,,21.61,201.77
2014-11-04,0.5032,27.15,47.57,8.54,63.57,39.13,24.88,66.88,81.15,155.36,2.83,71.07,77.11,50.4,88.45,22.08,,,5.4,17.78,33.37,83.15,34.58,49.45,7.93,80.03,34.54,12.5,18.09,,41.28,66.76,58.24,5.28,157.54,69.67,95.51,61.9,47.25,62.24,58.23,20.68,80.53,48.49,,43.74,55.84,16.3,,21.44,201.07
2014-11-05,0.5032,27.22,47.86,8.67,61.91,39.29,25.15,65.55,82.48,154.56,2.8,71.37,77.2,51.13,88.73,22.61,,,5.26,17.09,33.71,84.3,34.94,50.03,7.97,81.28,33.76,12.66,17.975,,41.25,64.46,58.32,5.3,157.06,73.36,92.65,62.12,47.77,61.14,58.79,20.76,80.41,52.4,,44.41,55.6,16.43,,21.79,202.34
2014-11-06,0.5055,27.18,48.7,8.76,63.09,39.81,25.26,66.85,83.24,154.22,2.76,72.1,70.58,50.91,89.13,22.59,,,5.45,17.68,33.35,84.75,34.99,50.22,7.96,80.83,33.82,12.76,18.23,,41.59,63.42,59.2,5.31,158.23,73.47,94.99,62.15,47.57,61.75,58.92,20.68,84.6,52.64,,44.82,54.94,16.41,,21.76,203.15
2014-11-07,0.4948,27.25,48.68,8.5,63.97,39.94,25.33,67.78,83.48,154.8,2.78,71.6,69.26,50.9,88.81,22.43,,,4.86,17.84,33.01,84.38,34.73,50.24,7.89,80.0,33.58,12.74,18.515,,41.87,64.14,59.42,5.42,158.26,73.54,94.56,62.12,47.33,70.34,58.38,20.55,83.54,53.62,,44.69,54.7,16.52,,21.57,203.34
2014-11-10,0.5005,27.21,48.89,8.59,64.45,40.45,25.15,68.91,84.16,156.16,2.76,71.7,69.36,51.56,89.88,22.63,,,4.8,18.17,33.09,85.12,35.03,50.42,7.99,80.51,33.26,12.67,18.675,,41.995,63.94,59.4,5.42,158.53,74.39,95.16,61.5,47.5,70.73,58.58,20.8,83.89,53.65,,44.86,55.58,16.75,,21.75,203.98
2014-11-11,0.4945,27.43,48.87,8.62,64.06,40.47,25.15,68.15,83.94,155.98,2.73,71.7,69.64,51.32,90.71,22.54,,,4.92,18.05,33.2,84.95,34.92,50.14,8.0,80.19,33.31,12.7,18.58,,42.01,63.55,58.99,5.43,157.42,73.84,94.62,61.69,47.28,71.84,58.49,20.81,84.57,53.15,,44.89,55.81,16.69,,21.69,204.18
2014-11-12,0.4911,27.81,48.78,8.71,63.77,40.14,25.11,67.68,84.12,154.66,2.71,71.41,70.29,51.28,89.62,22.49,,,4.83,18.15,32.91,85.21,34.92,50.26,7.9,79.73,33.38,12.82,18.56,,42.135,63.7,58.98,5.43,156.76,73.4,94.47,61.56,47.49,71.75,58.91,20.71,85.62,53.24,,45.38,56.06,16.58,,21.69,203.96
2014-11-13,0.4888,28.21,49.61,8.74,63.16,40.72,25.68,66.97,84.44,155.49,2.66,71.72,70.65,51.18,90.44,22.62,,,4.81,18.27,32.94,85.41,35.19,50.21,7.89,79.44,33.68,12.68,18.4,,42.0,64.43,59.31,5.38,156.74,72.58,94.2,61.2,47.43,71.81,59.3,20.35,85.7,53.39,,44.87,55.93,16.51,,21.45,204.19
2014-11-14,0.4946,28.55,49.58,8.9,63.91,40.84,26.32,67.51,84.64,156.8,2.61,71.42,70.85,51.63,90.69,22.82,,,4.86,18.46,32.62,84.75,35.04,50.62,7.98,80.33,33.95,12.72,18.485,,42.05,65.25,59.66,5.43,157.25,73.73,95.29,61.53,47.23,71.44,59.12,20.41,86.05,53.29,,45.46,55.95,16.76,,21.68,204.24
2014-11-17,0.4924,28.5,49.46,8.85,62.51,41.16,26.47,65.32,84.65,156.8,2.67,69.97,70.4,51.55,90.93,22.48,,,4.79,18.22,32.29,84.84,35.15,50.35,7.78,79.02,34.24,12.71,18.085,,41.8,65.4,58.99,5.38,156.4,74.37,93.31,61.02,47.23,71.51,59.46,20.36,86.39,53.06,,44.98,55.81,16.98,,21.83,204.37
2014-11-18,0.5042,28.87,48.74,9.14,62.47,41.26,26.6,64.98,84.3,154.63,2.65,70.83,72.01,51.84,91.34,22.68,,,4.8,18.17,32.87,84.75,35.25,51.26,7.93,80.71,34.71,12.89,18.34,,42.08,66.0,59.23,5.39,156.28,74.55,92.87,61.72,47.49,71.78,59.8,20.42,85.85,52.74,,46.41,56.64,17.03,,22.01,205.55
2014-11-19,0.5002,28.67,48.22,8.93,61.02,40.92,26.59,63.72,83.64,154.19,2.63,70.82,70.47,51.94,91.42,22.59,,,4.81,17.89,32.96,84.27,35.21,50.75,7.85,81.01,34.35,12.88,18.16,,41.92,65.94,59.1,5.35,156.69,73.0,90.9,61.44,47.36,71.68,59.78,20.47,85.07,52.43,,45.86,59.19,16.88,,21.58,205.22
2014-11-20,0.5085,29.08,48.7,8.99,58.3,40.92,26.81,64.13,83.44,153.44,2.69,70.44,70.71,52.23,90.73,22.63,,,4.7,18.17,33.21,84.12,35.22,51.17,7.86,80.69,35.95,12.84,18.32,,42.125,65.66,58.41,5.41,157.21,74.14,91.65,61.62,47.33,72.0,59.7,20.61,83.95,51.76,,46.19,58.74,16.77,,21.62,205.58
2014-11-21,0.5114,29.12,47.98,9.02,58.19,41.44,26.88,63.98,84.08,153.7,2.77,71.32,71.47,52.56,91.72,22.86,,,4.63,18.15,34.3,84.14,35.03,51.65,7.87,81.52,35.59,13.01,18.44,,42.49,65.27,61.95,5.42,158.22,74.85,93.0,63.02,47.32,71.98,59.9,20.92,84.06,53.06,,46.63,58.93,16.92,,21.89,206.68
2014-11-24,0.5145,29.66,47.59,9.11,58.09,41.43,27.03,63.97,84.93,154.88,2.83,71.225,71.69,52.85,92.67,23.24,,,4.56,18.88,34.73,84.79,35.31,51.8,8.0,83.71,36.25,13.11,18.62,,42.84,65.81,61.28,5.47,158.6,76.18,92.49,63.68,47.43,72.01,60.11,20.98,84.89,53.73,,47.19,59.63,17.03,,22.03,207.26
2014-11-25,0.5142,29.4,47.47,9.12,59.34,41.15,27.28,62.98,85.32,154.51,2.83,72.0,72.27,52.44,92.66,23.23,,,4.61,20.03,34.8,84.52,35.24,51.71,8.1,84.18,36.32,13.15,18.82,,43.19,65.6,61.03,5.47,160.48,76.15,87.37,63.55,47.39,71.74,60.46,21.02,84.68,53.3,,47.11,56.94,17.08,,22.06,207.11
2014-11-26,0.5229,29.75,47.75,9.38,59.23,41.87,27.43,63.97,85.15,154.69,2.84,72.98,72.26,54.33,92.24,23.87,,,4.76,20.1,35.62,84.86,35.45,54.56,8.22,67.33,36.9,13.25,18.83,,43.185,65.56,61.35,5.5,159.53,77.85,87.87,63.77,47.35,71.93,60.76,21.07,84.49,53.64,,48.21,57.07,17.78,,22.53,207.64
2014-11-28,0.5242,29.73,47.81,9.34,59.87,42.41,27.64,63.96,86.33,154.9,2.79,73.68,72.9,54.42,93.87,24.05,,,4.74,20.5,35.95,85.64,35.74,54.64,8.26,69.44,37.25,13.41,18.87,,43.39,65.72,62.0,5.51,157.82,77.81,87.05,64.2,47.41,71.78,61.19,21.02,85.48,53.99,,48.13,57.3,17.73,,22.58,207.2
2014-12-01,0.5145,28.77,48.62,9.1,59.08,42.08,27.59,61.85,86.0,154.3,2.67,73.75,71.79,54.25,94.12,23.74,,,4.47,19.95,34.99,86.07,35.6,54.65,8.17,68.86,37.17,13.24,18.43,,42.975,65.44,60.51,5.46,155.79,75.88,85.01,63.58,47.3,72.37,61.43,20.91,84.81,54.05,,47.12,56.24,17.51,,22.37,205.76
2014-12-02,0.5152,28.66,48.46,9.22,59.25,42.18,27.82,61.73,85.98,155.38,2.68,73.47,73.32,54.56,93.33,23.87,,,4.34,19.62,35.6,85.8,35.63,55.21,8.23,68.84,37.6,13.3,18.49,,43.13,65.51,60.74,5.49,156.98,75.36,83.56,63.89,47.41,72.91,61.42,21.01,84.66,54.49,,48.11,56.4,17.68,,22.33,207.09
2014-12-03,0.5285,28.98,48.08,9.51,58.88,42.06,27.95,61.83,86.52,157.14,2.74,73.18,74.37,55.62,93.7,24.59,,,4.54,19.76,36.1,85.94,35.74,56.51,8.42,71.02,37.43,13.43,18.49,,43.0,65.32,61.45,5.49,159.65,76.85,82.73,64.67,47.38,73.34,61.74,21.54,84.8,54.44,,49.15,56.86,17.73,,23.3,207.89
2014-12-04,0.5238,28.87,48.84,10.31,58.95,41.89,27.77,62.5,86.34,156.69,2.69,73.03,73.34,55.41,93.87,24.4,,,4.6,19.71,36.07,86.06,35.45,56.62,8.42,70.33,37.46,13.42,18.57,,44.65,65.2,61.09,5.53,158.79,76.14,82.29,64.59,47.33,72.96,61.65,21.23,84.14,53.52,,49.16,56.21,17.74,,23.01,207.66
2014-12-05,0.5268,28.75,48.42,10.4,58.85,41.93,27.5,62.63,86.19,155.95,2.66,72.4,73.37,55.58,93.68,25.04,,,4.26,19.81,36.49,85.82,35.69,57.34,8.43,70.66,37.67,13.43,18.82,,44.59,65.0,60.9,5.57,158.12,77.23,83.36,65.0,47.4,73.2,61.62,21.34,84.8,53.16,,49.67,55.95,17.96,,23.15,208.0
2014-12-08,0.52,28.1,47.7,10.07,56.41,41.37,27.23,61.69,84.97,154.6,2.58,72.05,72.61,55.08,93.36,24.24,,,4.05,19.48,36.02,85.59,35.4,56.18,8.24,69.56,37.2,13.4,18.58,,43.74,65.27,60.1,5.55,155.39,76.11,81.96,64.25,47.11,72.06,61.28,21.01,83.35,52.55,,48.5,55.61,17.46,,22.64,206.61
2014-12-09,0.5182,28.53,47.59,10.26,56.14,41.87,27.42,62.03,85.18,155.68,2.59,71.565,73.01,55.01,92.72,24.42,,,4.14,19.81,35.66,85.26,35.24,56.37,8.23,69.88,36.89,13.47,18.41,,43.77,65.29,60.17,5.57,156.07,76.78,83.65,64.42,46.71,73.24,61.35,21.48,83.87,52.6,,49.71,56.05,17.34,,22.71,206.47
2014-12-10,0.5068,27.99,46.9,9.93,55.32,40.92,26.87,61.26,83.73,153.31,2.48,69.85,71.5,54.1,92.56,23.78,,,4.07,19.52,34.86,84.13,34.72,55.64,7.97,69.13,36.42,13.46,18.075,,43.19,63.52,58.91,5.54,153.06,75.15,82.45,63.25,46.61,71.95,60.84,21.15,83.88,51.32,,49.0,54.94,16.96,,22.24,203.16
2014-12-11,0.5065,27.91,47.17,10.06,55.48,40.76,26.99,61.35,83.88,153.85,2.49,69.74,71.99,54.49,93.37,23.79,,,4.24,19.82,35.19,84.6,34.97,56.25,7.98,69.15,36.7,13.45,18.125,,43.55,63.29,58.82,5.67,153.03,74.95,82.98,63.19,46.87,72.52,60.99,21.19,84.5,51.51,,49.14,53.28,17.47,,22.35,204.19
2014-12-12,0.4908,27.43,46.95,9.92,55.07,39.95,26.86,61.25,81.9,148.41,2.52,76.02,70.58,53.11,92.17,23.66,,,4.25,19.68,34.0,82.5,34.17,55.92,7.84,68.63,36.23,13.08,17.885,,42.43,62.31,58.88,5.62,149.89,73.39,81.58,61.78,46.1,71.16,60.33,20.63,82.72,50.48,,48.56,52.38,17.26,,21.85,200.89
2014-12-15,0.4892,27.06,46.67,9.82,55.41,41.11,26.68,63.44,81.88,146.2,2.47,73.04,70.37,53.07,92.67,23.39,,,4.21,19.68,33.35,82.78,34.49,55.42,7.83,67.36,35.92,12.98,17.83,,42.31,61.91,58.21,5.63,150.8,72.13,80.89,61.28,46.51,69.98,60.45,20.61,84.28,50.51,,48.03,52.27,17.08,,21.57,199.51
2014-12-16,0.4836,26.69,45.16,9.73,53.79,40.63,26.59,63.58,82.87,144.62,2.5,72.32,70.31,52.47,92.11,23.85,,,4.27,19.44,32.92,82.91,34.38,54.78,7.68,66.72,35.56,12.91,17.63,,42.08,61.73,56.63,5.6,150.93,72.69,78.87,61.24,46.43,67.74,60.16,20.75,82.97,51.21,,47.46,52.24,16.94,,21.55,197.91
2014-12-17,0.5035,27.35,45.74,9.9,57.0,41.16,26.81,65.69,85.3,145.12,2.55,73.995,72.21,53.5,92.88,24.46,,,4.21,20.0,33.83,84.69,35.03,55.99,7.83,67.75,36.24,13.16,18.09,,42.97,63.99,57.01,5.7,151.95,75.43,80.62,61.92,47.18,68.4,61.5,21.29,85.13,51.0,,47.77,53.38,17.55,,21.86,201.79
2014-12-18,0.5055,28.16,47.52,10.16,59.33,45.35,27.65,68.08,89.74,150.61,2.55,74.89,73.36,54.47,94.48,25.01,,,4.17,20.57,34.45,85.68,35.85,57.06,8.08,69.58,37.02,13.6,18.7,,44.12,65.11,59.46,5.93,157.59,77.82,84.57,63.71,47.75,70.84,63.59,22.18,87.4,53.45,,48.81,54.37,18.08,,22.58,206.78
2014-12-19,0.5105,27.95,47.66,10.02,59.86,46.0,27.77,69.1,90.51,151.4,2.57,74.45,73.43,54.23,93.92,24.89,,,4.16,20.73,34.49,84.71,35.66,56.75,8.05,69.72,36.37,13.76,18.985,,43.95,65.5,59.9,6.02,156.4,76.49,85.45,63.57,46.3,71.82,63.07,22.66,86.51,53.49,,48.73,53.3,18.11,,22.64,206.52
2014-12-22,0.5195,28.24,47.98,10.14,59.86,45.65,28.22,69.71,91.18,154.2,2.66,74.5,74.56,54.82,94.69,25.4,,,4.08,20.95,34.64,85.7,36.19,57.49,8.15,72.16,37.21,13.81,18.96,,44.02,66.53,60.19,6.13,157.92,77.29,84.14,64.59,47.03,71.9,63.55,22.7,85.69,54.31,,49.5,53.14,18.07,,22.82,207.47
2014-12-23,0.5162,28.14,48.45,10.08,60.5,46.01,28.25,69.57,91.42,154.97,2.67,74.38,74.6,54.78,95.15,25.4,,,4.04,20.87,34.97,85.17,36.51,56.66,8.16,72.63,37.43,13.86,18.98,,43.98,66.93,60.65,6.18,159.54,76.27,84.86,64.71,47.37,72.45,64.04,23.14,85.69,54.22,,49.13,53.36,18.32,,22.9,207.75
2014-12-24,0.5142,28.0,48.14,10.07,60.33,46.23,28.3,69.69,91.32,154.56,2.65,74.74,74.66,54.86,94.59,25.25,,,4.06,21.0,34.91,85.24,36.33,56.71,8.11,72.02,37.44,13.82,19.26,,43.99,67.34,60.99,6.24,159.75,76.75,84.28,64.59,47.06,72.85,63.62,23.22,85.92,54.26,,50.0,53.86,18.41,,22.92,207.77
2014-12-26,0.5148,28.5,47.88,10.06,60.8,46.1,28.35,70.12,91.26,155.06,2.65,74.67,75.62,54.75,94.19,25.19,,,4.08,21.24,35.0,85.2,36.28,56.28,8.1,71.85,37.55,13.81,19.29,,43.96,67.49,61.03,6.26,159.81,76.62,84.96,64.75,47.19,73.03,63.51,23.32,85.42,53.84,,50.44,53.81,18.48,,22.86,208.44
2014-12-29,0.514,28.48,47.45,10.13,60.35,45.61,28.46,68.86,90.52,153.31,2.66,74.13,74.99,54.46,93.76,25.31,,,3.85,20.48,35.53,84.87,36.17,56.08,8.07,71.64,37.18,13.75,19.31,,44.08,67.87,60.755,6.23,159.62,76.28,83.69,64.57,47.05,73.46,63.56,23.19,85.56,53.93,,50.06,53.76,18.48,,22.76,208.72
2014-12-30,0.5092,28.13,47.02,10.09,59.43,45.34,28.36,67.88,90.19,152.87,2.63,73.085,75.02,53.93,93.11,25.22,,,3.79,20.3,35.4,84.11,35.99,55.56,7.99,71.19,36.76,13.62,19.17,,43.83,67.53,60.51,6.2,158.31,75.58,83.07,64.11,46.86,73.24,63.16,23.19,85.01,53.15,,49.81,53.17,18.49,,22.61,207.6
2014-12-31,0.5012,27.6,46.45,10.06,59.31,44.97,27.82,67.85,89.31,153.25,2.67,72.7,74.33,53.47,92.19,24.92,,,3.8,20.43,35.01,83.37,35.49,55.52,7.93,70.32,36.29,13.45,18.97,,43.47,67.08,60.06,6.13,156.35,76.4,81.61,63.25,46.17,72.3,62.2,22.93,84.21,52.66,,49.74,52.83,18.22,,22.56,205.54
2015-01-02,0.5032,27.33,46.76,10.01,59.24,44.33,27.61,67.38,88.84,154.79,2.69,72.34,74.28,53.48,91.21,24.96,,,3.92,20.24,34.75,83.29,35.31,55.54,7.95,70.29,36.36,13.41,18.83,,43.1,66.51,59.53,6.16,156.62,76.81,80.41,63.17,46.24,72.17,62.41,23.01,83.6,52.67,,48.62,52.58,18.27,,22.44,205.43
2015-01-05,0.4948,26.56,46.33,9.85,58.17,43.59,27.06,67.15,87.34,152.36,2.66,71.98,73.93,52.65,90.85,24.16,,,3.99,20.62,33.78,83.23,34.91,54.53,7.85,68.72,35.95,13.17,18.4,,42.54,65.06,58.66,6.1,152.03,76.0,80.01,61.94,46.32,71.36,61.33,22.69,82.1,52.34,,47.67,51.13,17.97,,21.94,201.72
2015-01-06,0.4798,26.57,45.65,9.63,57.2,43.14,27.05,66.33,86.71,149.07,2.63,70.53,72.88,51.78,88.06,23.25,,,3.99,20.31,32.87,82.54,34.95,53.25,7.72,66.69,35.28,13.0,17.91,,42.16,64.51,57.5,5.99,149.91,72.38,79.42,61.19,45.99,70.05,61.25,22.3,81.35,50.98,,46.09,50.51,17.83,,21.51,199.82
2015-01-07,0.4784,26.94,46.23,9.89,56.93,43.15,27.3,67.09,88.53,148.1,2.58,71.11,73.73,52.71,88.67,23.47,,,4.07,20.92,32.1,83.26,35.42,53.81,7.76,67.8,36.02,13.22,18.42,,42.21,64.43,57.38,6.08,151.19,74.33,79.35,63.03,46.83,70.49,62.26,22.62,82.6,52.65,,46.76,51.45,18.04,,21.63,202.31
